,0,1,2,3,4,5,6,7,8
1,0.6356107660455487,0.7319453480806767,0.0,0.2631578947368421,0.11475409836065574,0.32903225806451614,0.29793510324483774,0.6873156342182891,0.7110266159695817
2,0.644375,0.7757073844030365,0.0,0.27692307692307694,0.12396694214876033,0.3597122302158273,0.3087149187592319,0.7341380377592077,0.714905484970561
3,0.6549165120593692,0.8011156924569488,0.06666666666666667,0.3,0.143646408839779,0.3170103092783505,0.34285714285714286,0.7609220636663008,0.7471104946833103
4,0.6896813353566009,0.8119431279620853,0.047619047619047616,0.3482142857142857,0.19421487603305784,0.4020408163265306,0.36088560885608856,0.7986912347167212,0.7569154982948086
5,0.7224222585924713,0.8227542985698216,0.15384615384615385,0.3923076923076923,0.22442244224422442,0.4409722222222222,0.3767329716696805,0.7983953318745441,0.7700313893936891
6,0.7126470588235294,0.8285516285516286,0.22580645161290322,0.3767123287671233,0.3159340659340659,0.4322678843226788,0.38085742771684944,0.8070064499810294,0.7725111441307578
7,0.7239709443099274,0.8418043991549646,0.16666666666666666,0.4620253164556962,0.29314420803782504,0.45429362880886426,0.40305010893246185,0.8206927779035544,0.7807729335717233
8,0.7320261437908496,0.8521078092605391,0.2619047619047619,0.3765432098765432,0.3512396694214876,0.43116883116883115,0.4427974154313949,0.8362158783079808,0.7901106050748211
9,0.7542857142857143,0.8530292559318129,0.1276595744680851,0.38271604938271603,0.376865671641791,0.46303501945525294,0.5003469812630118,0.8340447683498178,0.7946350592638802
10,0.7405368203716449,0.8519926284266298,0.3333333333333333,0.4444444444444444,0.43079584775086505,0.46303501945525294,0.5129296235679215,0.8349817803227486,0.796046287367406
11,0.7570218457423094,0.8524533517622668,0.2909090909090909,0.35185185185185186,0.41414141414141414,0.45136186770428016,0.515650209745079,0.8340447683498178,0.803453947368421
12,0.7594411700502074,0.849689011748445,0.25862068965517243,0.5,0.4081967213114754,0.46243523316062174,0.5213375796178344,0.8293597084851639,0.797603962677111
13,0.7601373095902166,0.8471550334024418,0.2542372881355932,0.35802469135802467,0.41935483870967744,0.4727979274611399,0.5261158594491928,0.8300884955752212,0.8004993191103041
14,0.7713920817369093,0.8479612992398065,0.25,0.3950617283950617,0.4329073482428115,0.46632124352331605,0.5411542100283823,0.8295679333680375,0.8049904462178262
